Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
30,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,81663.0,Rejected
40,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,54315.0,Rejected
44,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,43221.0,Rejected
31,Female,Gampaha,Short Course,Diploma in Caregiving,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,12047.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Rejected
52,Male,Gampaha,Diploma/Degree,NVQ Level 3,4.4,"Sinhala,English",Elderly care,Looking after,Half-day,41086.0,Accepted
43,Male,Colombo,Diploma,Short caregiving course,2.8,"Sinhala,English",Elderly care,Looking after,Full-day,69304.0,Accepted
43,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.4,"Sinhala,English",Elderly care,Looking after,Full-day,48400.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,53805.0,Rejected
22,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,88702.0,Rejected
43,Male,Matara,Secondary,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Hourly,57787.0,Accepted
40,Male,Kegalle,Diploma,NVQ Level 3,2.7,"Sinhala,English",Disability care,Looking after,Full-day,7326.0,Accepted
37,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.4,"Sinhala,English",Patient care,Supervising,Full-day,91867.0,Accepted
42,Male,Kalutara,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Full-day,46066.0,Accepted
27,Male,Kegalle,Diploma,Diploma in Caregiving,3.8,"Sinhala,English",Disability care,Supervising,Full-day,24692.0,Accepted
30,Female,Puttalam,Diploma/Short Course/Degree,Diploma in Caregiving,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,36205.0,Accepted
39,Female,Colombo,Short Course,"NVQ Level 4,Diploma in Caregiving",0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,55238.0,Accepted
20,Female,Kalutara,Secondary/Diploma/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,34386.0,Rejected
39,Female,Kalutara,Degree,NVQ Level 3,5.8,Sinhala,Patient care,All-around,Full-day,22446.0,Accepted
35,Male,Kalutara,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,All-around,Hourly,44460.0,Accepted
22,Male,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,56617.0,Rejected
52,Male,Kalutara,Diploma,NVQ Level 3,1.0,"Sinhala,English",Disability care,Looking after,Full-day,65166.0,Accepted
47,Male,Colombo,Diploma,NVQ Level 3,2.1,"Sinhala,English",Elderly care,Looking after,Hourly,9879.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Full-day,49803.0,Accepted
35,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.3,"Sinhala,English",Elderly care,Looking after,Full-day,56470.0,Accepted
36,Male,Kegalle,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",3.1,"Sinhala,English",Disability care,Looking after,Half-day,24227.0,Accepted
45,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,44675.0,Rejected
33,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
41,Male,Monaragala,Degree,NVQ Level 3,3.2,"Sinhala,English",Elderly care,All-around,Live-in,4709.0,Accepted
39,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Live-in,32820.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Rejected
37,Female,Colombo,Short Course,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Supervising,Full-day,47438.0,Accepted
38,Male,Vavuniya,Diploma,Short caregiving course,2.3,"Sinhala,Tamil","Elderly care,Disability care",All-around,Live-in,44489.0,Accepted
30,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,5655.0,Rejected
36,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Child care,Looking after,Half-day,35675.0,Accepted
46,Male,Gampaha,Short Course,Short caregiving course,3.4,"Sinhala,English",Elderly care,Looking after,Half-day,31388.0,Accepted
27,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,40519.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,17625.0,Accepted
47,Male,Monaragala,Diploma,NVQ Level 3,4.2,"Sinhala,English",Elderly care,All-around,Full-day,2928.0,Accepted
24,Male,Matara,Secondary/Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Half-day,54945.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,32319.0,Rejected
45,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Child care,Looking after,Half-day,79952.0,Accepted
50,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.6,"Sinhala,English",Child care,Looking after,Half-day,28458.0,Accepted
25,Male,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",1.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,33594.0,Accepted
45,Female,Ratnapura,Diploma,NVQ Level 3,3.1,"Sinhala,English",Patient care,All-around,Full-day,47811.0,Accepted
26,Male,Kegalle,Diploma,Diploma in Caregiving,3.2,"Sinhala,English",Disability care,Looking after,Half-day,36585.0,Accepted
28,Male,Kegalle,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,27758.0,Accepted
42,Female,Colombo,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,61268.0,Rejected
20,Male,Gampaha,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Child care,Looking after,Half-day,76588.0,Accepted
37,Female,Gampaha,Diploma,NVQ Level 3,0.4,"Sinhala,English",Disability care,Looking after,Half-day,12898.0,Accepted
23,Female,Colombo,Short Course,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,74220.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,63454.0,Rejected
43,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.3,"Sinhala,English",Disability care,Looking after,Half-day,24184.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
26,Male,Kegalle,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,19258.0,Accepted
38,Female,Gampaha,Short Course,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,50598.0,Accepted
27,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",3.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,44343.0,Accepted
41,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,77060.0,Accepted
28,Male,Kegalle,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Full-day,4311.0,Accepted
36,Male,Matara,Diploma/Short Course,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Live-in,49230.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,66606.0,Accepted
27,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,47838.0,Accepted
41,Female,Colombo,Short Course,NVQ Level 3,2.5,"Sinhala,English",Elderly care,Looking after,Full-day,57509.0,Accepted
43,Male,Colombo,Degree,NVQ Level 3,5.1,"Sinhala,English",Patient care,Looking after,Full-day,86401.0,Accepted
28,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,32866.0,Rejected
35,Male,Gampaha,Short Course,Short caregiving course,3.8,"Sinhala,English",Elderly care,Looking after,Live-in,28506.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,52186.0,Rejected
27,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Hourly,36744.0,Rejected
20,Female,Gampaha,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English",Child care,Looking after,Half-day,65670.0,Accepted
50,Male,Matara,Secondary/Diploma,NVQ Level 3,5.3,"Sinhala,English",Elderly care,Looking after,Live-in,9623.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,62876.0,Accepted
30,Female,Gampaha,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,10826.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,54927.0,Accepted
31,Male,Kegalle,Diploma,NVQ Level 3,3.3,"Sinhala,English",Patient care,Supervising,Full-day,54534.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Half-day,31106.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,0.0,Sinhala,Elderly care,Looking after,Half-day,19294.0,Rejected
53,Male,Matara,Diploma,NVQ Level 3,4.9,"Sinhala,English",Elderly care,Looking after,Full-day,54459.0,Accepted
34,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,12444.0,Rejected
37,Female,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,45648.0,Rejected
43,Male,Kalutara,Diploma/Short Course,NVQ Level 3,1.6,"Sinhala,English",Disability care,Looking after,Half-day,16915.0,Accepted
32,Male,Kegalle,Diploma,Diploma in Caregiving,2.0,"Sinhala,English",Disability care,Looking after,Half-day,11496.0,Accepted
27,Male,Jaffna,Diploma,NVQ Level 3,4.5,"Sinhala,English",Elderly care,All-around,Hourly,25789.0,Accepted
35,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.4,"Sinhala,English",Child care,Looking after,Half-day,57370.0,Accepted
39,Male,Kalutara,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,21143.0,Accepted
24,Male,Kalutara,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,51880.0,Rejected
28,Male,Galle,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,36238.0,Accepted
30,Male,Kegalle,Diploma,Diploma in Caregiving,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,16949.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Patient care,Looking after,Full-day,15025.0,Rejected
27,Female,Galle,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Unknown,Unknown,62295.0,Accepted
28,Male,Colombo,Secondary,NVQ Level 3,2.1,"Sinhala,English",Elderly care,Looking after,Half-day,29548.0,Accepted
39,Male,Kegalle,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",4.3,"Sinhala,English",Disability care,"Looking after,Supervising",Full-day,20358.0,Accepted
39,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,61440.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,80910.0,Rejected
33,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,66997.0,Accepted
51,Male,Gampaha,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,36007.0,Accepted
28,Male,Kurunegala,Diploma,NVQ Level 3,3.8,"Sinhala,English",Elderly care,Looking after,Half-day,53273.0,Accepted
25,Male,Galle,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Supervising,Full-day,45193.0,Accepted
39,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,42680.0,Accepted
24,Male,Kalutara,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,65505.0,Accepted
40,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",4.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,49782.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Hourly,21789.0,Accepted
46,Female,Vavuniya ,Diploma,NVQ Level 3,5.6,"Sinhala,English","Palliative care,Domestic support",All-around,Full-day,65651.0,Accepted
33,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,30172.0,Rejected
23,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,54039.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,35386.0,Rejected
29,Female,Colombo,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,10590.0,Rejected
46,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,13941.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,42709.0,Rejected
35,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,49572.0,Accepted
41,Male,Vavuniya,Short Course,Short caregiving course,4.2,"Sinhala,English",Disability care,Looking after,Half-day,39044.0,Accepted
41,Female,Kalutara,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Unknown,Unknown,51982.0,Rejected
30,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,53130.0,Rejected
26,Male,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,34985.0,Accepted
52,Male,Gampaha,Diploma/Short Course,Short caregiving course,5.2,"Sinhala,English",Elderly care,Looking after,Live-in,44837.0,Accepted
38,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,41809.0,Accepted
22,Male,Colombo,Diploma,NVQ Level 3,4.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,56648.0,Accepted
25,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,45490.0,Rejected
33,Male,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,23862.0,Accepted
41,Male,Kalutara,Diploma,NVQ Level 3,6.4,Sinhala,"Elderly care,Disability care",All-around,Full-day,51636.0,Accepted
37,Female,Gampaha,Short Course,"NVQ Level 3,First Aid Certificate,Diploma in Caregiving",0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,10581.0,Accepted
26,Male,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,39109.0,Accepted
43,Female,Ratnapura,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English",Patient care,Looking after,Half-day,74193.0,Accepted
29,Male,Matara,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,50117.0,Rejected
33,Male,Jaffna,Diploma,Diploma in Caregiving,1.7,"English,Tamil",Palliative care,Supervising,Hourly,8027.0,Accepted
51,Female,Ratnapura,Degree,"NVQ Level 3,First Aid Certificate",3.5,"Sinhala,English",Patient care,Looking after,Full-day,92601.0,Accepted
30,Male,Jaffna,Diploma,NVQ Level 3,3.2,"Sinhala,English",Disability care,All-around,Full-day,10892.0,Accepted
41,Male,Matara,Diploma/Degree,Short caregiving course,2.9,"Sinhala,English",Elderly care,Looking after,Live-in,64530.0,Accepted
50,Male,Galle,Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,All-around,Full-day,44705.0,Accepted
42,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,41924.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,51955.0,Accepted
42,Male,Colombo,Diploma,NVQ Level 3,4.5,"Sinhala,English",Elderly care,Looking after,Half-day,45486.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,3.8,"Sinhala,English",Patient care,Looking after,Full-day,36864.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,93239.0,Rejected
36,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Half-day,43356.0,Accepted
26,Male,Gampaha,Short Course,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Half-day,31947.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,62821.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,6.4,"Sinhala,English",Patient care,Looking after,Full-day,29013.0,Accepted
27,Male,Matara,Secondary/Diploma,NVQ Level 3,4.1,"Sinhala,English",Elderly care,Looking after,Live-in,39003.0,Accepted
43,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,37143.0,Accepted
28,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Elderly care,Looking after,Half-day,33503.0,Accepted
25,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,42128.0,Rejected
30,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.2,"Sinhala,English",Child care,Looking after,Half-day,49687.0,Accepted
33,Male,Colombo,Diploma,"First Aid Certificate,Diploma in Caregiving",4.0,"Sinhala,English",Patient care,Looking after,Full-day,23838.0,Accepted
28,Male,Colombo,Diploma,Diploma in Caregiving,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,30458.0,Rejected
24,Male,Kegalle,Diploma,Diploma in Caregiving,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,5739.0,Rejected
39,Female,Colombo,Short Course,NVQ Level 3,3.8,"Sinhala,English",Elderly care,All-around,Full-day,95919.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,71084.0,Accepted
44,Male,Colombo,Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Full-day,19859.0,Accepted
45,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,49837.0,Accepted
22,Female,Colombo,Diploma,Diploma in Caregiving,0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,34223.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,46638.0,Rejected
44,Male,Gampaha,Short Course,NVQ Level 3,1.6,"Sinhala,English",Disability care,Looking after,Half-day,29541.0,Accepted
23,Male,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,36335.0,Rejected
36,Male,Kegalle,Diploma,NVQ Level 3,2.1,"Sinhala,English",Disability care,Looking after,Half-day,50220.0,Accepted
42,Male,Colombo,Short Course,Diploma in Caregiving,2.2,"Sinhala,English",Disability care,Looking after,Half-day,17528.0,Accepted
21,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,16974.0,Rejected
34,Male,Kegalle,Short Course,"First Aid Certificate,Diploma in Caregiving",1.3,"Sinhala,English",Disability care,Looking after,Half-day,57653.0,Accepted
35,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",5.7,"Sinhala,English",Elderly care,Looking after,Half-day,15285.0,Accepted
39,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.5,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,66716.0,Accepted
30,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English",Elderly care,Looking after,Half-day,71297.0,Accepted
28,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,53411.0,Rejected
29,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.9,"Sinhala,English",Elderly care,Looking after,Half-day,46709.0,Accepted
28,Male,Kegalle,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,5521.0,Accepted
29,Male,Gampaha,Diploma,"NVQ Level 3,Diploma in Caregiving",3.0,"Sinhala,English",Disability care,Looking after,Half-day,49325.0,Accepted
42,Male,Gampaha,Diploma,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Hourly,17908.0,Accepted
33,Male,Matara,Secondary,"NVQ Level 3,Diploma in Caregiving",5.2,"Sinhala,English",Elderly care,Looking after,Half-day,60308.0,Accepted
41,Female,Gampaha,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,41874.0,Accepted
41,Female,Colombo,Degree,NVQ Level 3,1.0,Sinhala,Elderly care,Looking after,Full-day,34261.0,Accepted
37,Male,Colombo,Diploma/Degree,"NVQ Level 3,Diploma in Caregiving",4.3,"Sinhala,English",Elderly care,Looking after,Half-day,29191.0,Accepted
34,Female,Kalutara,Secondary/Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,39983.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Full-day,24892.0,Accepted
30,Male,Kegalle,Diploma,Diploma in Caregiving,4.3,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
25,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
49,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.1,"Sinhala,English",Elderly care,Looking after,Full-day,59213.0,Accepted
37,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,54695.0,Accepted
27,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,70671.0,Accepted
30,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,1245.0,Accepted
42,Male,Colombo,Secondary/Short Course,Short caregiving course,3.8,"Sinhala,English",Elderly care,All-around,Live-in,58749.0,Accepted
44,Male,Matara,Secondary/Short Course,NVQ Level 3,2.2,"Sinhala,English",Elderly care,Looking after,Live-in,69485.0,Accepted
24,Female,Kegalle,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,10573.0,Accepted
28,Female,Ratnapura,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,24600.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,69164.0,Rejected
29,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.7,"Sinhala,English",Elderly care,Looking after,Full-day,56093.0,Accepted
29,Female,Kalutara,Degree,NVQ Level 3,1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37923.0,Accepted
43,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,23110.0,Accepted
22,Male,Kegalle,Diploma,NVQ Level 3,0.2,"Sinhala,English",Domestic support,Supervising,Full-day,0.0,Accepted
52,Female,Colombo,Degree,NVQ Level 3,4.4,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,56091.0,Accepted
44,Male,Vavuniya,Diploma/Degree,Short caregiving course,5.3,"Sinhala,Tamil",Disability care,Looking after,Live-in,33486.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,3.5,"Sinhala,English",Elderly care,Looking after,Half-day,27564.0,Accepted
45,Male,Matara,Diploma/Short Course,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Hourly,25645.0,Accepted
27,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,24970.0,Accepted
32,Male,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,45293.0,Accepted
53,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,23091.0,Accepted
27,Female,Kalutara,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,45716.0,Accepted
20,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,26920.0,Rejected
26,Male,Kegalle,Diploma/Short Course/Degree,Diploma in Caregiving,0.3,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
38,Female,Colombo,Degree,NVQ Level 4,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,89201.0,Accepted
39,Female,Colombo,Short Course,NVQ Level 3,2.1,"Sinhala,English",Elderly care,Looking after,Full-day,45314.0,Accepted
28,Male,Kurunegala,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Hourly,3233.0,Accepted
36,Male,Gampaha,Short Course,NVQ Level 3,4.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,61820.0,Accepted
41,Male,Gampaha,Diploma,NVQ Level 3,4.0,"Sinhala,English",Disability care,Looking after,Half-day,21691.0,Accepted
40,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",0.1,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,95632.0,Accepted
28,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.4,"Sinhala,English",Elderly care,Looking after,Half-day,44499.0,Accepted
26,Female,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,65166.0,Rejected
34,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,11058.0,Accepted
44,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.4,Sinhala,Elderly care,Looking after,Half-day,10649.0,Accepted
36,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,9589.0,Accepted
32,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,21606.0,Rejected
24,Male,Colombo,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,71590.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Half-day,21042.0,Accepted
