Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
55,Male,Colombo,Diploma,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Full-day,22304.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,14488.0,Accepted
47,Male,Kegalle,Diploma,Diploma in Caregiving,3.3,"Sinhala,English",Disability care,Looking after,Half-day,48352.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,63897.0,Rejected
37,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,21150.0,Accepted
28,Male,Matara,Secondary,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Hourly,55612.0,Rejected
27,Male,Kurunegala,Diploma,NVQ Level 3,3.6,"Sinhala,English",Elderly care,Looking after,Hourly,39206.0,Accepted
51,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",6.6,"Sinhala,English",Elderly care,Looking after,Full-day,96395.0,Accepted
39,Male,Gampaha,Diploma,NVQ Level 3,2.1,"Sinhala,English",Elderly care,Looking after,Full-day,24652.0,Accepted
42,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,38118.0,Accepted
47,Female,Colombo,Degree,NVQ Level 3,4.4,"Sinhala,English",Patient care,Looking after,Full-day,90747.0,Accepted
34,Female,Colombo,Short Course,Short caregiving course,3.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53883.0,Accepted
53,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Elderly care,Looking after,Half-day,68725.0,Accepted
42,Male,Colombo,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,38451.0,Accepted
38,Female,Colombo,Degree,"NVQ Level 4,First Aid Certificate,Short caregiving course",2.7,"Sinhala,English","Elderly care,Child care",All-around,Full-day,70362.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,12368.0,Accepted
32,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English",Elderly care,Looking after,Half-day,67702.0,Accepted
29,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.4,"Sinhala,English",Elderly care,Looking after,Half-day,69898.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,75693.0,Rejected
55,Male,Matara,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,All-around,Live-in,17872.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Child care,Looking after,Half-day,44884.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,48545.0,Rejected
41,Male,Colombo,Diploma,NVQ Level 3,3.4,"Sinhala,English",Elderly care,All-around,Full-day,12062.0,Accepted
50,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English","Elderly care,Domestic support",All-around,Unknown,68614.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,8550.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,36616.0,Rejected
36,Male,Colombo,Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Full-day,46296.0,Accepted
32,Male,Kalutara,Diploma,NVQ Level 3,0.9,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
44,Female,Colombo,Degree,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Full-day,63544.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,23583.0,Accepted
36,Male,Colombo,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Live-in,2912.0,Rejected
29,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,13206.0,Accepted
46,Female,Colombo,Short Course,NVQ Level 3,1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,39663.0,Accepted
40,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.5,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,76263.0,Accepted
42,Female,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,48600.0,Accepted
40,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,20768.0,Accepted
22,Male,Kegalle,Diploma,Diploma in Caregiving,3.4,"Sinhala,English",Domestic support,Looking after,Hourly,31521.0,Accepted
32,Female,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,8540.0,Accepted
30,Male,Kegalle,Diploma,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Hourly,43448.0,Accepted
39,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",3.9,"Sinhala,English",Patient care,Looking after,Full-day,62236.0,Accepted
36,Male,Colombo,Short Course,NVQ Level 3,1.9,"Sinhala,English",Disability care,Looking after,Half-day,27761.0,Accepted
51,Male,Jaffna,Diploma,NVQ Level 3,3.9,"Sinhala,English",Disability care,Looking after,Full-day,0.0,Accepted
40,Female,Colombo,Short Course,Short caregiving course,3.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,77078.0,Accepted
44,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,38632.0,Accepted
50,Female,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,39208.0,Accepted
30,Male,Jaffna,Diploma,NVQ Level 3,4.4,"Sinhala,English",Disability care,All-around,Full-day,66297.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,8841.0,Accepted
36,Male,Colombo,Short Course,Short caregiving course,3.5,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,87728.0,Accepted
48,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,61043.0,Accepted
36,Male,Gampaha,Diploma,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Half-day,11967.0,Accepted
45,Male,Gampaha,Diploma/Short Course,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
29,Male,Jaffna,Diploma,Diploma in Caregiving,0.7,"Sinhala,English",Domestic support,Unknown,Hourly,13117.0,Accepted
30,Male,Kegalle,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,27709.0,Accepted
31,Female,Gampaha,Short Course,Diploma in Caregiving,0.4,"Sinhala,English","Elderly care,Patient care",Unknown,Unknown,43270.0,Accepted
42,Female,Colombo,Short Course,NVQ Level 3,1.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,77647.0,Accepted
35,Female,Kalutara,Diploma/Short Course,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,25139.0,Accepted
23,Male,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,46020.0,Accepted
58,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English",Child care,Looking after,Half-day,94871.0,Accepted
47,Male,Vavuniya,Diploma,Short caregiving course,6.1,"Sinhala,Tamil","Elderly care,Disability care",All-around,Live-in,38726.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,35688.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Full-day,80799.0,Accepted
41,Female,Colombo,Short Course,"NVQ Level 4,Diploma in Caregiving",3.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37914.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,54971.0,Rejected
53,Male,Colombo,Short Course,NVQ Level 3,4.7,"Sinhala,English",Disability care,Looking after,Half-day,28340.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Full-day,30485.0,Accepted
28,Female,Kalutara,Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Full-day,85202.0,Accepted
44,Male,Kegalle,Diploma,NVQ Level 3,4.8,"Sinhala,English",Disability care,Supervising,Full-day,0.0,Accepted
38,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",1.2,"Sinhala,English",Disability care,Looking after,Half-day,59884.0,Accepted
38,Male,Kegalle,Diploma,NVQ Level 3,4.0,"Sinhala,English",Disability care,"Looking after,Supervising",Full-day,7265.0,Accepted
42,Male,Monaragala,Secondary/Short Course,NVQ Level 3,4.3,"Sinhala,English",Elderly care,All-around,Live-in,40988.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,59926.0,Rejected
43,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Half-day,46391.0,Accepted
22,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Child care,Looking after,Half-day,18459.0,Accepted
32,Female,Colombo,Short Course,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,42359.0,Accepted
43,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,22077.0,Accepted
37,Male,Gampaha,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Full-day,34081.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,3.8,"Sinhala,English",Elderly care,Looking after,Half-day,37778.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,25602.0,Rejected
27,Female,Gampaha,Diploma,Diploma in Caregiving,3.6,"Sinhala,English",Patient care,Supervising,Half-day,54407.0,Accepted
43,Male,Kalutara,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,All-around,Full-day,26520.0,Accepted
39,Male,Colombo,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Full-day,19736.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Full-day,103598.0,Accepted
45,Male,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,56200.0,Accepted
53,Male,Vavuniya,Diploma,NVQ Level 3,3.9,"Sinhala,English",Disability care,All-around,Full-day,42523.0,Accepted
34,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,20017.0,Accepted
44,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.3,"Sinhala,English",Disability care,Looking after,Half-day,46824.0,Accepted
28,Male,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,30690.0,Accepted
26,Male,Colombo,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,4715.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,2.5,"Sinhala,English",Elderly care,Looking after,Half-day,72988.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Patient care,All-around,Full-day,89734.0,Rejected
40,Female,Gampaha,Short Course,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,78849.0,Accepted
56,Male,Colombo,Diploma,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Full-day,56891.0,Accepted
23,Female,Galle,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Unknown,Half-day,76178.0,Rejected
45,Female,Colombo,Degree,"NVQ Level 4,Diploma in Caregiving",3.2,"Sinhala,English","Elderly care,Patient care","Looking after,All-around care",Half-day,55731.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,54109.0,Rejected
36,Male,Colombo,Diploma,NVQ Level 3,3.9,"Sinhala,English",Patient care,Looking after,Full-day,75562.0,Accepted
47,Male,Kegalle,Diploma,NVQ Level 3,6.0,"Sinhala,English",Disability care,Looking after,Half-day,39764.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,52024.0,Rejected
46,Female,Colombo,Degree,NVQ Level 3,4.8,"Sinhala,English",Patient care,All-around,Full-day,83540.0,Accepted
56,Female,Ratnapura,Degree,"NVQ Level 4,Diploma in Caregiving",4.6,"Sinhala,English","Palliative care,Domestic support",Looking after,Full-day,60646.0,Accepted
24,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,61298.0,Accepted
41,Male,Kegalle,Diploma,NVQ Level 3,3.5,"Sinhala,English",Disability care,Looking after,Full-day,39233.0,Accepted
48,Female,Colombo,Degree,NVQ Level 4,3.0,"Sinhala,English","Elderly care,Child care",All-around,Full-day,17525.0,Accepted
42,Female,Ratnapura,Degree,"NVQ Level 4,Diploma in Caregiving",1.2,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,48971.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Half-day,39751.0,Accepted
38,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.7,Sinhala,Child care,Looking after,Half-day,45920.0,Rejected
46,Male,Kegalle,Diploma,NVQ Level 3,4.8,"Sinhala,English",Patient care,All-around,Full-day,37752.0,Accepted
49,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,48970.0,Accepted
43,Male,Colombo,Diploma,NVQ Level 3,2.2,"Sinhala,English",Elderly care,Looking after,Full-day,45632.0,Accepted
36,Male,Colombo,Diploma/Degree,Short caregiving course,0.9,"Sinhala,English",Disability care,Looking after,Live-in,44348.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Full-day,52878.0,Rejected
43,Female,Kalutara,Secondary/Diploma,"First Aid Certificate,Diploma in Caregiving",1.9,Sinhala,Elderly care,Looking after,Full-day,38967.0,Accepted
30,Male,Colombo,Secondary/Short Course,NVQ Level 3,5.0,"Sinhala,English",Elderly care,Looking after,Live-in,91245.0,Accepted
44,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.2,"Sinhala,English",Child care,Looking after,Half-day,74983.0,Accepted
48,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,12843.0,Rejected
44,Male,Colombo,Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Full-day,46531.0,Rejected
37,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,All-around,Full-day,16700.0,Rejected
31,Male,Kurunegala,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Hourly,7611.0,Accepted
46,Male,Colombo,Short Course,Short caregiving course,1.9,"Sinhala,English",Elderly care,Looking after,Half-day,38543.0,Accepted
44,Female,Colombo,Short Course,Short caregiving course,3.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,54210.0,Accepted
51,Male,Kegalle,Diploma,Short caregiving course,1.1,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,54211.0,Accepted
46,Male,Colombo,Short Course,Short caregiving course,2.2,"Sinhala,English",Disability care,Looking after,Half-day,58501.0,Accepted
47,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,All-around,Live-in,22454.0,Accepted
39,Female,Colombo,Degree,"NVQ Level 4,First Aid Certificate,Short caregiving course",2.6,"Sinhala,English","Elderly care,Patient care",Supervising,Half-day,73546.0,Accepted
35,Female,Kegalle,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,31898.0,Accepted
32,Male,Gampaha,Diploma,NVQ Level 3,4.6,"Sinhala,English",Patient care,All-around,Full-day,26186.0,Accepted
37,Male,Vavuniya,Diploma,Short caregiving course,4.9,"Sinhala,Tamil",Disability care,All-around,Full-day,53971.0,Accepted
29,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.4,"Sinhala,English",Child care,Looking after,Half-day,30240.0,Accepted
45,Female,Gampaha,Short Course,"First Aid Certificate,Diploma in Caregiving",1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,29887.0,Accepted
38,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,69282.0,Accepted
26,Male,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,36014.0,Rejected
24,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,12917.0,Rejected
34,Male,Colombo,Short Course,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Half-day,44536.0,Accepted
25,Female,Colombo,Short Course,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Half-day,64194.0,Accepted
35,Male,Gampaha,Short Course,Short caregiving course,2.7,"Sinhala,English",Disability care,Looking after,Half-day,49675.0,Accepted
31,Female,Kalutara,Secondary/Diploma/Short Course,"NVQ Level 3,Short caregiving course",0.5,"Sinhala,English",Elderly care,Looking after,Half-day,4494.0,Rejected
25,Male,Colombo,Secondary/Short Course,NVQ Level 3,4.1,"Sinhala,English",Elderly care,Looking after,Half-day,32078.0,Accepted
37,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,47890.0,Accepted
42,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,80739.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,45.0,Accepted
33,Male,Gampaha,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Hourly,54564.0,Accepted
43,Male,Kegalle,Short Course,NVQ Level 3,4.0,"Sinhala,English",Disability care,Looking after,Half-day,17034.0,Accepted
42,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,88607.0,Accepted
42,Female,Colombo,Short Course,Short caregiving course,1.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,95293.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,16314.0,Rejected
50,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,52379.0,Accepted
32,Male,Galle,Short Course,Short caregiving course,4.0,"Sinhala,English",Disability care,All-around,Half-day,26620.0,Accepted
52,Male,Matara,Secondary/Short Course,Short caregiving course,2.0,"Sinhala,English",Elderly care,Looking after,Live-in,52382.0,Accepted
42,Female,Colombo,Short Course,NVQ Level 3,1.2,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,50991.0,Accepted
24,Male,Kalutara,Diploma,NVQ Level 3,0.2,"Sinhala,English",Patient care,Supervising,Hourly,45050.0,Rejected
31,Female,Galle,Degree,NVQ Level 3,0.0,"Sinhala,English",Unknown,All-around,Unknown,79439.0,Rejected
51,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.8,"Sinhala,English",Patient care,Looking after,Full-day,50588.0,Accepted
40,Male,Gampaha,Diploma,Diploma in Caregiving,2.4,"Sinhala,English,Tamil","Elderly care,Disability care",Supervising,Full-day,0.0,Accepted
38,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,40223.0,Rejected
32,Female,Colombo,Short Course,NVQ Level 3,1.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,28984.0,Accepted
33,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Child care,Looking after,Half-day,30752.0,Accepted
41,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,All-around,Full-day,63727.0,Accepted
30,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.2,"Sinhala,English",Elderly care,Looking after,Full-day,60817.0,Accepted
35,Female,Colombo,Degree,NVQ Level 3,0.5,Sinhala,Child care,Looking after,Half-day,48588.0,Accepted
38,Male,Colombo,Short Course,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Half-day,24641.0,Accepted
43,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,66956.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,44152.0,Rejected
44,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Half-day,69283.0,Accepted
43,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Live-in,47057.0,Rejected
33,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,18159.0,Accepted
29,Male,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",4.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,15065.0,Accepted
46,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,70022.0,Accepted
33,Male,Kegalle,Diploma,NVQ Level 3,0.5,"Sinhala,English",Patient care,Supervising,Hourly,0.0,Rejected
43,Female,Colombo,Short Course,Short caregiving course,4.4,"Sinhala,English",Elderly care,Looking after,Half-day,27822.0,Accepted
41,Female,Colombo,Short Course,Short caregiving course,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,19806.0,Accepted
58,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,56200.0,Accepted
45,Male,Vavuniya,Diploma,Short caregiving course,2.5,"Sinhala,English",Disability care,All-around,Live-in,51413.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,61651.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,18203.0,Rejected
29,Male,Gampaha,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Half-day,45619.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,41342.0,Accepted
45,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Child care,Looking after,Half-day,51622.0,Accepted
38,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,61993.0,Rejected
39,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",Elderly care,All-around,Full-day,67644.0,Accepted
41,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,45983.0,Rejected
26,Male,Gampaha,Short Course,NVQ Level 3,0.9,"Sinhala,English",Disability care,Looking after,Half-day,20311.0,Accepted
42,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,18745.0,Accepted
24,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
33,Female,Kalutara,Degree,NVQ Level 3,1.3,"Sinhala,English",Child care,Looking after,Half-day,52652.0,Accepted
43,Male,Gampaha,Short Course,Short caregiving course,3.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,23374.0,Accepted
50,Male,Vavuniya,Diploma/Degree,Short caregiving course,3.2,"Sinhala,Tamil",Disability care,"Looking after,Supervising",Full-day,67531.0,Accepted
33,Male,Gampaha,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,7625.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Half-day,37649.0,Rejected
23,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Child care,Looking after,Half-day,36809.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,5406.0,Rejected
30,Male,Matara,Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Hourly,25276.0,Accepted
35,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,43948.0,Accepted
40,Female,Colombo,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,All-around,Full-day,12141.0,Accepted
34,Female,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,51927.0,Rejected
35,Male,Colombo,Secondary,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Half-day,19865.0,Accepted
41,Male,Colombo,Short Course,Short caregiving course,3.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,35583.0,Accepted
26,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,58559.0,Rejected
48,Male,Vavuniya,Short Course,Short caregiving course,4.5,"Sinhala,Tamil",Disability care,All-around,Live-in,39224.0,Accepted
54,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.7,"Sinhala,English",Child care,Looking after,Half-day,78812.0,Accepted
50,Male,Matara,Secondary/Short Course,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Live-in,42401.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Hourly,73877.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,16390.0,Rejected
53,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English",Child care,Looking after,Half-day,34710.0,Accepted
28,Male,Colombo,Short Course,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
47,Female,Colombo,Short Course,NVQ Level 3,3.6,"Sinhala,English","Elderly care,Patient care",Supervising,Half-day,36962.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,46455.0,Accepted
31,Female,Colombo,Secondary,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Hourly,38623.0,Rejected
37,Female,Gampaha,Short Course,"NVQ Level 4,Diploma in Caregiving",0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,60315.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Full-day,90462.0,Accepted
41,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,85981.0,Rejected
47,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",1.0,"Sinhala,English",Child care,Looking after,Half-day,61971.0,Accepted
