Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
28,Female,Hambantota,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Unknown,Half-day,55755.0,Rejected
45,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,51189.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,25273.0,Rejected
31,Male,Colombo,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Half-day,22794.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,40784.0,Accepted
36,Male,Kalutara,Diploma,NVQ Level 3,0.8,"Sinhala,English",Disability care,Looking after,Half-day,31815.0,Accepted
42,Female,Vavuniya,Diploma,Short caregiving course,2.5,"Sinhala,English","Palliative care,Domestic support",Supervising,Full-day,44386.0,Accepted
31,Male,Galle,Short Course,NVQ Level 3,3.5,"Sinhala,English",Elderly care,All-around,Half-day,53909.0,Accepted
29,Male,Galle,Diploma,NVQ Level 3,2.8,"Sinhala,English",Patient care,All-around,Full-day,70066.0,Accepted
45,Male,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Hourly,56592.0,Rejected
22,Male,Jaffna,Diploma,Diploma in Caregiving,2.2,"Sinhala,English",Domestic support,Unknown,Hourly,7998.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,47668.0,Rejected
42,Female,Colombo,Diploma,NVQ Level 3,0.7,Sinhala,Elderly care,Looking after,Live-in,65040.0,Accepted
20,Female,Galle,Short Course,Diploma in Caregiving,0.9,"Sinhala,English",Elderly care,Unknown,Full-day,23171.0,Accepted
29,Female,Puttalam,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,48839.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,53083.0,Rejected
35,Male,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,22564.0,Accepted
24,Male,Gampaha,Diploma,Diploma in Caregiving,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,58224.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,60135.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,70959.0,Accepted
47,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Child care,Looking after,Half-day,21326.0,Accepted
48,Male,Colombo,Diploma,Short caregiving course,2.8,"Sinhala,English",Elderly care,Looking after,Live-in,46323.0,Accepted
47,Male,Colombo,Diploma,Short caregiving course,2.5,"Sinhala,English",Elderly care,Looking after,Full-day,84086.0,Accepted
32,Female,Gampaha,Diploma,NVQ Level 3,0.8,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
37,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Child care,Looking after,Half-day,40625.0,Accepted
31,Male,Gampaha,Diploma,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
24,Male,Gampaha,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
23,Female,Gampaha,Short Course,Diploma in Caregiving,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,22705.0,Accepted
48,Male,Matara,Diploma/Short Course,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Live-in,14536.0,Accepted
41,Male,Kalutara,Diploma,NVQ Level 3,4.2,"Sinhala,English",Elderly care,Looking after,Full-day,17920.0,Accepted
34,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,42400.0,Accepted
47,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Child care,Looking after,Half-day,0.0,Accepted
25,Female,Colombo,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,27793.0,Rejected
45,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,37111.0,Accepted
39,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Full-day,62090.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,9716.0,Rejected
46,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,22210.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,88954.0,Accepted
36,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.7,"Sinhala,English",Patient care,Looking after,Half-day,25474.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,83401.0,Rejected
50,Female,Colombo,Short Course,NVQ Level 3,1.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,29156.0,Accepted
30,Female,Kalutara,Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,30224.0,Accepted
45,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Half-day,33642.0,Accepted
37,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,61497.0,Accepted
44,Male,Jaffna,Diploma,Diploma in Caregiving,3.3,"Sinhala,English",Disability care,All-around,Full-day,15799.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Half-day,52051.0,Accepted
27,Male,Jaffna,Diploma,NVQ Level 3,5.0,"Sinhala,English",Disability care,All-around,Live-in,63751.0,Accepted
31,Male,Kalutara,Diploma,NVQ Level 3,0.1,"Sinhala,English",Patient care,Looking after,Hourly,0.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,71380.0,Accepted
46,Male,Matara,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Live-in,42994.0,Accepted
31,Male,Gampaha,Short Course,Diploma in Caregiving,3.4,"Sinhala,English",Disability care,Supervising,Half-day,25583.0,Accepted
31,Female,Gampaha,Short Course/Degree,"NVQ Level 3,First Aid Certificate,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
44,Male,Kandy,Diploma/Degree,Short caregiving course,3.6,"Sinhala,English",Patient care,Looking after,Half-day,68694.0,Accepted
30,Male,Kegalle,Diploma,NVQ Level 3,2.6,"Sinhala,English",Palliative care,Supervising,Hourly,18796.0,Accepted
25,Male,Kurunegala,Degree,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Half-day,15247.0,Accepted
37,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Unknown,Unknown,57045.0,Accepted
24,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,31539.0,Accepted
38,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English",Elderly care,Looking after,Half-day,48779.0,Accepted
49,Male,Colombo,Secondary/Diploma,NVQ Level 3,4.4,"Sinhala,English",Elderly care,Looking after,Live-in,93928.0,Accepted
20,Female,Hambantota,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,44211.0,Rejected
41,Male,Kalutara,Secondary/Diploma,NVQ Level 3,0.7,"Sinhala,English",Disability care,Looking after,Half-day,30678.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Hourly,55860.0,Accepted
43,Female,Gampaha,Secondary/Diploma,NVQ Level 3,1.5,"Sinhala,English",Child care,Looking after,Half-day,23266.0,Accepted
34,Male,Colombo,Diploma,Short caregiving course,3.4,"Sinhala,English",Elderly care,Looking after,Half-day,34095.0,Accepted
47,Female,Colombo,Degree,NVQ Level 3,5.0,"Sinhala,English",Patient care,All-around,Full-day,50021.0,Accepted
38,Female,Colombo,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,52170.0,Rejected
20,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,46765.0,Rejected
29,Female,Gampaha,Degree,NVQ Level 3,0.8,"Sinhala,English",Child care,Looking after,Half-day,0.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,0.0,Sinhala,Child care,Looking after,Half-day,57211.0,Rejected
32,Male,Kalutara,Diploma,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,49436.0,Rejected
37,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,63899.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,All-around,Full-day,30999.0,Accepted
24,Female,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
44,Female,Colombo,Short Course,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,23377.0,Accepted
41,Male,Gampaha,Diploma,NVQ Level 3,3.0,"Sinhala,English",Disability care,All-around,Full-day,0.0,Accepted
51,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,51300.0,Rejected
43,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,28816.0,Accepted
45,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,20088.0,Accepted
44,Male,Monaragala,Diploma,NVQ Level 3,4.9,"Sinhala,English",Elderly care,Looking after,Full-day,20008.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,4.3,"Sinhala,English",Elderly care,Looking after,Half-day,30983.0,Accepted
46,Female,Colombo,Short Course,Short Course,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,61033.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,65457.0,Rejected
44,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Half-day,35018.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Half-day,53257.0,Accepted
35,Male,Gampaha,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Half-day,5732.0,Accepted
42,Male,Kegalle,Diploma,NVQ Level 3,0.8,"Sinhala,English",Disability care,Looking after,Half-day,27207.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,2.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53737.0,Accepted
26,Male,Kalutara,Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
30,Male,Matara,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Hourly,49561.0,Accepted
34,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.1,"Sinhala,English",Child care,Looking after,Half-day,73370.0,Rejected
30,Male,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,56790.0,Rejected
47,Female,Colombo,Diploma,NVQ Level 3,0.6,Sinhala,"Elderly care,Domestic support",All-around,Full-day,63323.0,Accepted
31,Male,Gampaha,Diploma,Diploma in Caregiving,3.9,"Sinhala,English",Elderly care,Looking after,Hourly,39297.0,Accepted
31,Male,Kegalle,Diploma,NVQ Level 3,3.3,"Sinhala,English",Disability care,Looking after,Hourly,5280.0,Accepted
25,Male,Puttalam,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,50175.0,Rejected
22,Male,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,51615.0,Rejected
36,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,All-around,Half-day,29360.0,Accepted
45,Male,Matara,Diploma/Degree,Short caregiving course,3.8,"Sinhala,English",Elderly care,Looking after,Live-in,27972.0,Accepted
47,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",4.9,"Sinhala,English",Elderly care,Looking after,Half-day,52758.0,Accepted
44,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Patient care,All-around,Full-day,36087.0,Rejected
20,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Full-day,80685.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,3.8,"Sinhala,English","Elderly care,Child care,Domestic support",All-around,Half-day,64832.0,Accepted
41,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Child care,Looking after,Half-day,0.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,26735.0,Rejected
20,Male,Kegalle,Diploma,NVQ Level 3,2.0,"Sinhala,English",Patient care,Supervising,Hourly,19492.0,Accepted
29,Male,Kegalle,Diploma,NVQ Level 3,1.3,"Sinhala,English",Disability care,Looking after,Half-day,23032.0,Accepted
42,Female,Colombo,Short Course,NVQ Level 3,1.0,"Sinhala,English",Elderly care,All-around,Half-day,35432.0,Accepted
45,Female,Colombo,Diploma,NVQ Level 3,2.3,"Sinhala,English",Patient care,Looking after,Full-day,64292.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,57524.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,47153.0,Rejected
47,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.9,"Sinhala,English",Child care,Looking after,Half-day,64585.0,Accepted
26,Male,Kurunegala,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,8072.0,Rejected
20,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,All-around,Full-day,98003.0,Rejected
30,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,44124.0,Rejected
55,Male,Ratnapura,Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Disability care,Looking after,Half-day,30820.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,39917.0,Accepted
26,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,15734.0,Rejected
37,Male,Gampaha,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,28089.0,Accepted
27,Male,Kegalle,Diploma,Diploma in Caregiving,1.6,"Sinhala,English",Disability care,Looking after,Half-day,8116.0,Accepted
39,Female,Colombo,Short Course,NVQ Level 3,2.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53935.0,Accepted
33,Female,Kegalle,Diploma,Diploma in Caregiving,0.0,"Sinhala,English",Disability care,Looking after,Half-day,34610.0,Accepted
38,Male,Gampaha,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,34337.0,Accepted
38,Female,Colombo,Diploma,NVQ Level 3,2.3,"Sinhala,English",Patient care,All-around,Full-day,42413.0,Accepted
36,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Live-in,58114.0,Accepted
35,Male,Kegalle,Diploma,Diploma in Caregiving,1.8,"Sinhala,English",Disability care,Looking after,Half-day,36671.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Patient care,Looking after,Half-day,36971.0,Rejected
20,Male,Kurunegala,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,52976.0,Rejected
43,Male,Kalutara,Secondary/Diploma,NVQ Level 3,6.0,"Sinhala,English",Elderly care,Looking after,Half-day,45535.0,Accepted
31,Female,Colombo,Short Course,Diploma in Caregiving,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,29410.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,89058.0,Rejected
32,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37192.0,Accepted
26,Female,Gampaha,Diploma,Diploma in Caregiving,0.1,"Sinhala,English",Disability care,Looking after,Half-day,25904.0,Accepted
45,Male,Gampaha,Diploma,NVQ Level 3,4.2,"Sinhala,English",Disability care,Looking after,Full-day,62803.0,Accepted
20,Male,Gampaha,Diploma,NVQ Level 3,5.8,"Sinhala,English",Disability care,Looking after,Half-day,38390.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,42180.0,Accepted
30,Male,Ratnapura,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,9550.0,Rejected
32,Male,Kalutara,Diploma,NVQ Level 3,1.7,"Sinhala,English",Disability care,Looking after,Half-day,27917.0,Accepted
41,Male,Colombo,Degree,Short caregiving course,2.6,"Sinhala,English",Elderly care,Looking after,Full-day,61340.0,Accepted
25,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,50856.0,Accepted
30,Female,Gampaha,Short Course,NVQ Level 3,3.3,"Sinhala,English",Disability care,Supervising,Half-day,0.0,Accepted
50,Male,Matara,Diploma/Short Course,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Live-in,46527.0,Accepted
40,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Elderly care,Looking after,Half-day,33675.0,Accepted
41,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,77458.0,Accepted
42,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.2,"Sinhala,English",Elderly care,Looking after,Full-day,99872.0,Accepted
36,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,26160.0,Accepted
48,Male,Gampaha,Diploma,Short caregiving course,4.0,"Sinhala,English",Disability care,Looking after,Half-day,51443.0,Accepted
21,Male,Puttalam,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Supervising,Hourly,1830.0,Accepted
37,Male,Colombo,Diploma,Short caregiving course,1.3,"Sinhala,English",Elderly care,Looking after,Live-in,51917.0,Accepted
46,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Child care,Looking after,Half-day,9858.0,Accepted
28,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English",Patient care,Looking after,Half-day,60651.0,Accepted
28,Male,Kegalle,Degree,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English",Disability care,Looking after,Half-day,63625.0,Accepted
46,Male,Colombo,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,All-around,Full-day,25538.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,17370.0,Rejected
31,Male,Colombo,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Full-day,23724.0,Accepted
30,Male,Kegalle,Diploma,Diploma in Caregiving,5.6,"Sinhala,English",Disability care,Looking after,Half-day,1392.0,Accepted
22,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,21904.0,Rejected
43,Female,Gampaha,Short Course,Diploma in Caregiving,1.5,"Sinhala,English",Disability care,Looking after,Half-day,25644.0,Accepted
38,Male,Colombo,Diploma,Short caregiving course,2.6,"Sinhala,English",Elderly care,Looking after,Live-in,34819.0,Accepted
35,Male,Gampaha,Degree,NVQ Level 3,4.0,"Sinhala,English",Disability care,Looking after,Half-day,44487.0,Accepted
27,Female,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,39640.0,Rejected
25,Male,Hambantota,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Unknown,Half-day,49341.0,Rejected
45,Male,Galle,Diploma,Short caregiving course,4.8,"Sinhala,English",Disability care,All-around,Live-in,12321.0,Accepted
43,Male,Colombo,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Live-in,71490.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Child care,Looking after,Half-day,36727.0,Accepted
43,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.6,"Sinhala,English",Elderly care,Looking after,Half-day,39220.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,16939.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,43709.0,Rejected
51,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
39,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",2.0,"Sinhala,English",Child care,Looking after,Half-day,24145.0,Accepted
30,Male,Colombo,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
49,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Half-day,30140.0,Accepted
37,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,48446.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,38996.0,Rejected
43,Male,Colombo,Short Course,Short caregiving course,1.3,"Sinhala,English",Elderly care,Looking after,Full-day,22185.0,Accepted
44,Male,Gampaha,Diploma,NVQ Level 3,3.2,"Sinhala,English",Disability care,Looking after,Full-day,34093.0,Accepted
39,Male,Colombo,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Live-in,80821.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,43187.0,Accepted
27,Male,Gampaha,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,32209.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,3.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,64199.0,Accepted
40,Male,Colombo,Short Course,Short caregiving course,2.5,"Sinhala,English",Elderly care,Looking after,Live-in,53867.0,Accepted
32,Female,Gampaha,Degree,NVQ Level 3,1.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,34260.0,Accepted
48,Male,Gampaha,Diploma/Degree,Short caregiving course,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,2997.0,Accepted
34,Male,Galle,Diploma,Short caregiving course,2.9,"Sinhala,English",Disability care,All-around,Full-day,0.0,Accepted
33,Male,Ratnapura,Diploma,NVQ Level 3,0.5,"Sinhala,English",Patient care,Looking after,Hourly,37479.0,Rejected
41,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",4.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37761.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,46504.0,Rejected
46,Male,Kegalle,Diploma,NVQ Level 3,3.5,"Sinhala,English",Disability care,Looking after,Half-day,19007.0,Accepted
38,Male,Kalutara,Secondary/Diploma,"First Aid Certificate,Diploma in Caregiving",2.0,"Sinhala,English",Disability care,Looking after,Full-day,33147.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,46254.0,Rejected
38,Male,Kurunegala,Diploma,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Hourly,3355.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,3.6,"Sinhala,English",Elderly care,All-around,Full-day,45091.0,Accepted
23,Male,Gampaha,Diploma,NVQ Level 3,2.1,"Sinhala,English",Elderly care,Looking after,Half-day,25504.0,Accepted
38,Female,Galle,Short Course,NVQ Level 3,1.8,"Sinhala,English",Elderly care,All-around,Half-day,0.0,Accepted
37,Male,Kurunegala,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,46437.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,32759.0,Rejected
36,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,29557.0,Rejected
38,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",1.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,55369.0,Accepted
25,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Unknown,Half-day,28625.0,Rejected
44,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",0.7,"Sinhala,English",Child care,Looking after,Half-day,102411.0,Accepted
30,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,22090.0,Accepted
38,Female,Colombo,Degree,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,71273.0,Accepted
45,Female,Kegalle,Diploma,NVQ Level 3,1.1,"Sinhala,English",Disability care,Looking after,Half-day,22529.0,Accepted
48,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Child care,Looking after,Half-day,9752.0,Accepted
26,Female,Colombo,Degree,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
38,Female,Colombo,Diploma,NVQ Level 3,0.1,Sinhala,Elderly care,All-around,Full-day,43003.0,Rejected
26,Female,Kegalle,Degree,Diploma in Caregiving,0.5,"Sinhala,English",Disability care,Looking after,Half-day,53599.0,Accepted
41,Male,Kalutara,Secondary/Diploma,NVQ Level 3,2.1,Sinhala,Elderly care,Looking after,Live-in,38076.0,Accepted
44,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,64277.0,Accepted
44,Male,Colombo,Diploma,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Live-in,78968.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,50844.0,Accepted
42,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Child care,Looking after,Half-day,42755.0,Accepted
24,Male,Kurunegala,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,All-around,Hourly,60768.0,Rejected
